,,,,mean,mean,mean,MG,inst_acc
InternVL 3.5 (8B),478.0,fine-grained perception,object counting,100.0,100.0,0.0,100.0,-100.0
InternVL 3.5 (8B),479.0,fine-grained perception,recognition,100.0,100.0,100.0,0.0,0.0
InternVL 3.5 (8B),480.0,fine-grained perception,recognition,0.0,100.0,100.0,-100.0,0.0
InternVL 3.5 (8B),481.0,fine-grained perception,localization,100.0,100.0,100.0,0.0,0.0
InternVL 3.5 (8B),482.0,fine-grained perception,object counting,0.0,0.0,0.0,0.0,0.0
InternVL 3.5 (8B),483.0,fine-grained perception,recognition,0.0,0.0,0.0,0.0,0.0
InternVL 3.5 (8B),484.0,fine-grained perception,localization,100.0,0.0,100.0,0.0,100.0
InternVL 3.5 (8B),485.0,fine-grained perception,recognition,100.0,100.0,100.0,0.0,0.0
InternVL 3.5 (8B),486.0,fine-grained perception,object counting,100.0,0.0,100.0,0.0,100.0
InternVL 3.5 (8B),487.0,fine-grained perception,recognition,100.0,100.0,100.0,0.0,0.0
InternVL 3.5 (8B),488.0,fine-grained perception,localization,100.0,100.0,100.0,0.0,0.0
InternVL 3.5 (8B),489.0,fine-grained perception,object counting,100.0,0.0,0.0,100.0,0.0
InternVL 3.5 (8B),490.0,fine-grained perception,localization,100.0,0.0,0.0,100.0,0.0
InternVL 3.5 (8B),491.0,fine-grained perception,localization,100.0,0.0,0.0,100.0,0.0
InternVL 3.5 (8B),492.0,fine-grained perception,recognition,0.0,100.0,0.0,0.0,-100.0
InternVL 3.5 (8B),493.0,fine-grained perception,localization,100.0,0.0,0.0,100.0,0.0
InternVL 3.5 (8B),494.0,fine-grained perception,localization,0.0,0.0,0.0,0.0,0.0
InternVL 3.5 (8B),495.0,fine-grained perception,object counting,0.0,0.0,0.0,0.0,0.0
InternVL 3.5 (8B),496.0,fine-grained perception,recognition,0.0,0.0,0.0,0.0,0.0
InternVL 3.5 (8B),497.0,fine-grained perception,object counting,0.0,0.0,0.0,0.0,0.0
InternVL 3.5 (8B),498.0,fine-grained perception,recognition,0.0,0.0,0.0,0.0,0.0
InternVL 3.5 (8B),499.0,fine-grained perception,recognition,100.0,0.0,0.0,100.0,0.0
InternVL 3.5 (8B),500.0,instance reasoning,cross-instance attribute reasoning,0.0,0.0,0.0,0.0,0.0
InternVL 3.5 (8B),501.0,instance reasoning,single-instance reasoning,0.0,0.0,0.0,0.0,0.0
InternVL 3.5 (8B),502.0,instance reasoning,cross-instance relation reasoning,100.0,0.0,0.0,100.0,0.0
InternVL 3.5 (8B),503.0,instance reasoning,cross-instance attribute reasoning,100.0,0.0,0.0,100.0,0.0
InternVL 3.5 (8B),504.0,instance reasoning,cross-instance relation reasoning,0.0,0.0,0.0,0.0,0.0
InternVL 3.5 (8B),505.0,instance reasoning,cross-instance attribute reasoning,100.0,0.0,0.0,100.0,0.0
InternVL 3.5 (8B),506.0,instance reasoning,cross-instance attribute reasoning,100.0,0.0,0.0,100.0,0.0
InternVL 3.5 (8B),507.0,instance reasoning,cross-instance attribute reasoning,0.0,0.0,0.0,0.0,0.0
InternVL 3.5 (8B),508.0,instance reasoning,cross-instance attribute reasoning,0.0,0.0,0.0,0.0,0.0
InternVL 3.5 (8B),509.0,instance reasoning,cross-instance attribute reasoning,100.0,0.0,0.0,100.0,0.0
InternVL 3.5 (8B),510.0,instance reasoning,single-instance reasoning,0.0,0.0,0.0,0.0,0.0
InternVL 3.5 (8B),511.0,instance reasoning,cross-instance attribute reasoning,100.0,100.0,0.0,100.0,-100.0
InternVL 3.5 (8B),512.0,instance reasoning,cross-instance attribute reasoning,0.0,100.0,0.0,0.0,-100.0
InternVL 3.5 (8B),513.0,instance reasoning,cross-instance attribute reasoning,100.0,100.0,100.0,0.0,0.0
InternVL 3.5 (8B),514.0,instance reasoning,cross-instance attribute reasoning,0.0,0.0,0.0,0.0,0.0
InternVL 3.5 (8B),515.0,instance reasoning,cross-instance attribute reasoning,0.0,0.0,0.0,0.0,0.0
InternVL 3.5 (8B),516.0,instance reasoning,cross-instance attribute reasoning,0.0,0.0,0.0,0.0,0.0
InternVL 3.5 (8B),517.0,instance reasoning,single-instance reasoning,0.0,0.0,0.0,0.0,0.0
InternVL 3.5 (8B),518.0,instance reasoning,cross-instance attribute reasoning,0.0,0.0,0.0,0.0,0.0
InternVL 3.5 (8B),519.0,instance reasoning,single-instance reasoning,0.0,0.0,0.0,0.0,0.0
InternVL 3.5 (8B),520.0,instance reasoning,cross-instance attribute reasoning,100.0,0.0,0.0,100.0,0.0
InternVL 3.5 (8B),521.0,instance reasoning,cross-instance attribute reasoning,0.0,100.0,100.0,-100.0,0.0
InternVL 3.5 (8B),522.0,instance reasoning,cross-instance attribute reasoning,100.0,0.0,100.0,0.0,100.0
InternVL 3.5 (8B),523.0,instance reasoning,single-instance reasoning,0.0,0.0,0.0,0.0,0.0
InternVL 3.5 (8B),524.0,instance reasoning,single-instance reasoning,0.0,0.0,0.0,0.0,0.0
InternVL 3.5 (8B),525.0,instance reasoning,single-instance reasoning,0.0,0.0,0.0,0.0,0.0
InternVL 3.5 (8B),526.0,instance reasoning,cross-instance attribute reasoning,0.0,0.0,100.0,-100.0,100.0
InternVL 3.5 (8B),527.0,instance reasoning,cross-instance attribute reasoning,100.0,0.0,0.0,100.0,0.0
InternVL 3.5 (8B),528.0,instance reasoning,single-instance reasoning,100.0,100.0,100.0,0.0,0.0
InternVL 3.5 (8B),529.0,instance reasoning,single-instance reasoning,100.0,100.0,0.0,100.0,-100.0
InternVL 3.5 (8B),530.0,instance reasoning,single-instance reasoning,0.0,0.0,0.0,0.0,0.0
InternVL 3.5 (8B),531.0,instance reasoning,single-instance reasoning,100.0,0.0,0.0,100.0,0.0
InternVL 3.5 (8B),532.0,instance reasoning,cross-instance attribute reasoning,100.0,0.0,0.0,100.0,0.0
InternVL 3.5 (8B),533.0,instance reasoning,cross-instance relation reasoning,0.0,0.0,0.0,0.0,0.0
InternVL 3.5 (8B),534.0,instance reasoning,cross-instance attribute reasoning,0.0,100.0,0.0,0.0,-100.0
InternVL 3.5 (8B),535.0,instance reasoning,cross-instance attribute reasoning,100.0,0.0,0.0,100.0,0.0
InternVL 3.5 (8B),536.0,instance reasoning,cross-instance attribute reasoning,0.0,0.0,0.0,0.0,0.0
InternVL 3.5 (8B),537.0,instance reasoning,cross-instance attribute reasoning,100.0,0.0,0.0,100.0,0.0
InternVL 3.5 (8B),538.0,instance reasoning,single-instance reasoning,100.0,100.0,100.0,0.0,0.0
InternVL 3.5 (8B),539.0,instance reasoning,cross-instance relation reasoning,0.0,0.0,0.0,0.0,0.0
InternVL 3.5 (8B),540.0,instance reasoning,cross-instance relation reasoning,0.0,0.0,0.0,0.0,0.0
InternVL 3.5 (8B),541.0,instance reasoning,single-instance reasoning,0.0,0.0,0.0,0.0,0.0
InternVL 3.5 (8B),542.0,instance reasoning,cross-instance attribute reasoning,100.0,0.0,0.0,100.0,0.0
InternVL 3.5 (8B),543.0,instance reasoning,cross-instance attribute reasoning,100.0,0.0,100.0,0.0,100.0
InternVL 3.5 (8B),544.0,instance reasoning,single-instance reasoning,0.0,0.0,0.0,0.0,0.0
InternVL 3.5 (8B),545.0,instance reasoning,single-instance reasoning,100.0,100.0,100.0,0.0,0.0
InternVL 3.5 (8B),546.0,instance reasoning,cross-instance attribute reasoning,100.0,0.0,0.0,100.0,0.0
InternVL 3.5 (8B),547.0,instance reasoning,single-instance reasoning,0.0,0.0,0.0,0.0,0.0
InternVL 3.5 (8B),548.0,instance reasoning,cross-instance attribute reasoning,0.0,0.0,100.0,-100.0,100.0
InternVL 3.5 (8B),549.0,instance reasoning,single-instance reasoning,100.0,100.0,100.0,0.0,0.0
InternVL 3.5 (8B),550.0,instance reasoning,cross-instance relation reasoning,100.0,100.0,0.0,100.0,-100.0
InternVL 3.5 (8B),551.0,instance reasoning,cross-instance attribute reasoning,0.0,0.0,0.0,0.0,0.0
InternVL 3.5 (8B),552.0,instance reasoning,cross-instance attribute reasoning,100.0,0.0,0.0,100.0,0.0
InternVL 3.5 (8B),553.0,instance reasoning,cross-instance relation reasoning,100.0,100.0,100.0,0.0,0.0
InternVL 3.5 (8B),554.0,instance reasoning,single-instance reasoning,0.0,0.0,0.0,0.0,0.0
InternVL 3.5 (8B),555.0,instance reasoning,single-instance reasoning,0.0,0.0,0.0,0.0,0.0
InternVL 3.5 (8B),556.0,instance reasoning,cross-instance attribute reasoning,100.0,100.0,100.0,0.0,0.0
InternVL 3.5 (8B),557.0,instance reasoning,single-instance reasoning,100.0,0.0,0.0,100.0,0.0
InternVL 3.5 (8B),558.0,instance reasoning,single-instance reasoning,0.0,0.0,100.0,-100.0,100.0
InternVL 3.5 (8B),559.0,instance reasoning,cross-instance attribute reasoning,100.0,100.0,0.0,100.0,-100.0
InternVL 3.5 (8B),560.0,instance reasoning,cross-instance relation reasoning,100.0,0.0,0.0,100.0,0.0
InternVL 3.5 (8B),561.0,instance reasoning,cross-instance attribute reasoning,100.0,100.0,100.0,0.0,0.0
InternVL 3.5 (8B),562.0,instance reasoning,cross-instance attribute reasoning,100.0,0.0,0.0,100.0,0.0
InternVL 3.5 (8B),563.0,instance reasoning,cross-instance relation reasoning,100.0,0.0,0.0,100.0,0.0
InternVL 3.5 (8B),564.0,instance reasoning,single-instance reasoning,100.0,0.0,0.0,100.0,0.0
InternVL 3.5 (8B),565.0,instance reasoning,cross-instance attribute reasoning,100.0,0.0,0.0,100.0,0.0
InternVL 3.5 (8B),566.0,instance reasoning,cross-instance relation reasoning,0.0,100.0,0.0,0.0,-100.0
InternVL 3.5 (8B),567.0,instance reasoning,cross-instance relation reasoning,100.0,0.0,100.0,0.0,100.0
InternVL 3.5 (8B),568.0,instance reasoning,cross-instance relation reasoning,100.0,0.0,0.0,100.0,0.0
InternVL 3.5 (8B),569.0,instance reasoning,single-instance reasoning,100.0,100.0,0.0,100.0,-100.0
InternVL 3.5 (8B),570.0,instance reasoning,cross-instance attribute reasoning,100.0,100.0,100.0,0.0,0.0
InternVL 3.5 (8B),571.0,instance reasoning,cross-instance attribute reasoning,0.0,0.0,0.0,0.0,0.0
InternVL 3.5 (8B),572.0,instance reasoning,cross-instance attribute reasoning,0.0,100.0,100.0,-100.0,0.0
InternVL 3.5 (8B),573.0,instance reasoning,single-instance reasoning,0.0,0.0,0.0,0.0,0.0
InternVL 3.5 (8B),574.0,instance reasoning,single-instance reasoning,100.0,0.0,0.0,100.0,0.0
InternVL 3.5 (8B),575.0,instance reasoning,cross-instance attribute reasoning,100.0,0.0,0.0,100.0,0.0
InternVL 3.5 (8B),576.0,instance reasoning,cross-instance attribute reasoning,100.0,0.0,0.0,100.0,0.0
InternVL 3.5 (8B),577.0,instance reasoning,cross-instance relation reasoning,100.0,0.0,100.0,0.0,100.0
InternVL 3.5 (8B),578.0,instance reasoning,cross-instance relation reasoning,100.0,0.0,0.0,100.0,0.0
InternVL 3.5 (8B),579.0,instance reasoning,cross-instance attribute reasoning,100.0,0.0,0.0,100.0,0.0
InternVL 3.5 (8B),580.0,instance reasoning,cross-instance attribute reasoning,100.0,100.0,100.0,0.0,0.0
InternVL 3.5 (8B),581.0,instance reasoning,cross-instance relation reasoning,100.0,0.0,0.0,100.0,0.0
InternVL 3.5 (8B),582.0,instance reasoning,single-instance reasoning,100.0,0.0,0.0,100.0,0.0
InternVL 3.5 (8B),583.0,instance reasoning,cross-instance relation reasoning,0.0,0.0,100.0,-100.0,100.0
InternVL 3.5 (8B),584.0,instance reasoning,single-instance reasoning,0.0,0.0,0.0,0.0,0.0
InternVL 3.5 (8B),585.0,instance reasoning,single-instance reasoning,0.0,100.0,0.0,0.0,-100.0
InternVL 3.5 (8B),586.0,instance reasoning,single-instance reasoning,100.0,0.0,100.0,0.0,100.0
InternVL 3.5 (8B),587.0,instance reasoning,cross-instance attribute reasoning,100.0,0.0,0.0,100.0,0.0
InternVL 3.5 (8B),588.0,instance reasoning,single-instance reasoning,100.0,0.0,100.0,0.0,100.0
InternVL 3.5 (8B),589.0,instance reasoning,cross-instance relation reasoning,100.0,100.0,0.0,100.0,-100.0
InternVL 3.5 (8B),590.0,instance reasoning,cross-instance attribute reasoning,0.0,0.0,0.0,0.0,0.0
InternVL 3.5 (8B),591.0,instance reasoning,single-instance reasoning,100.0,0.0,0.0,100.0,0.0
InternVL 3.5 (8B),592.0,instance reasoning,cross-instance attribute reasoning,100.0,0.0,0.0,100.0,0.0
InternVL 3.5 (8B),593.0,instance reasoning,cross-instance relation reasoning,100.0,100.0,100.0,0.0,0.0
InternVL 3.5 (8B),594.0,instance reasoning,single-instance reasoning,100.0,0.0,100.0,0.0,100.0
InternVL 3.5 (8B),595.0,instance reasoning,cross-instance attribute reasoning,0.0,0.0,0.0,0.0,0.0
InternVL 3.5 (8B),596.0,instance reasoning,cross-instance relation reasoning,100.0,100.0,100.0,0.0,0.0
InternVL 3.5 (8B),597.0,instance reasoning,cross-instance relation reasoning,0.0,0.0,100.0,-100.0,100.0
InternVL 3.5 (8B),598.0,instance reasoning,single-instance reasoning,100.0,0.0,0.0,100.0,0.0
InternVL 3.5 (8B),599.0,instance reasoning,cross-instance attribute reasoning,100.0,0.0,0.0,100.0,0.0
InternVL 3.5 (8B),600.0,instance reasoning,cross-instance relation reasoning,100.0,100.0,100.0,0.0,0.0
InternVL 3.5 (8B),601.0,instance reasoning,single-instance reasoning,100.0,0.0,0.0,100.0,0.0
InternVL 3.5 (8B),602.0,instance reasoning,cross-instance attribute reasoning,100.0,0.0,0.0,100.0,0.0
InternVL 3.5 (8B),603.0,instance reasoning,cross-instance attribute reasoning,100.0,100.0,0.0,100.0,-100.0
InternVL 3.5 (8B),604.0,instance reasoning,cross-instance attribute reasoning,0.0,0.0,0.0,0.0,0.0
InternVL 3.5 (8B),605.0,instance reasoning,cross-instance attribute reasoning,100.0,100.0,0.0,100.0,-100.0
InternVL 3.5 (8B),606.0,instance reasoning,cross-instance attribute reasoning,100.0,100.0,0.0,100.0,-100.0
InternVL 3.5 (8B),607.0,instance reasoning,cross-instance attribute reasoning,100.0,0.0,0.0,100.0,0.0
InternVL 3.5 (8B),608.0,instance reasoning,cross-instance attribute reasoning,100.0,100.0,0.0,100.0,-100.0
InternVL 3.5 (8B),609.0,instance reasoning,cross-instance attribute reasoning,100.0,0.0,0.0,100.0,0.0
InternVL 3.5 (8B),610.0,instance reasoning,single-instance reasoning,0.0,100.0,0.0,0.0,-100.0
InternVL 3.5 (8B),611.0,instance reasoning,single-instance reasoning,100.0,0.0,0.0,100.0,0.0
InternVL 3.5 (8B),612.0,instance reasoning,cross-instance attribute reasoning,100.0,0.0,0.0,100.0,0.0
InternVL 3.5 (8B),613.0,instance reasoning,cross-instance attribute reasoning,100.0,100.0,100.0,0.0,0.0
InternVL 3.5 (8B),614.0,instance reasoning,single-instance reasoning,100.0,0.0,100.0,0.0,100.0
InternVL 3.5 (8B),615.0,instance reasoning,cross-instance attribute reasoning,100.0,100.0,100.0,0.0,0.0
InternVL 3.5 (8B),616.0,instance reasoning,cross-instance attribute reasoning,100.0,0.0,100.0,0.0,100.0
InternVL 3.5 (8B),617.0,instance reasoning,cross-instance relation reasoning,0.0,0.0,0.0,0.0,0.0
InternVL 3.5 (8B),618.0,instance reasoning,single-instance reasoning,100.0,100.0,100.0,0.0,0.0
InternVL 3.5 (8B),619.0,instance reasoning,cross-instance relation reasoning,0.0,100.0,100.0,-100.0,0.0
InternVL 3.5 (8B),620.0,instance reasoning,single-instance reasoning,0.0,0.0,100.0,-100.0,100.0
InternVL 3.5 (8B),621.0,instance reasoning,cross-instance relation reasoning,0.0,0.0,0.0,0.0,0.0
InternVL 3.5 (8B),622.0,instance reasoning,cross-instance attribute reasoning,0.0,0.0,0.0,0.0,0.0
InternVL 3.5 (8B),623.0,instance reasoning,cross-instance relation reasoning,100.0,100.0,0.0,100.0,-100.0
InternVL 3.5 (8B),624.0,instance reasoning,cross-instance attribute reasoning,100.0,100.0,100.0,0.0,0.0
InternVL 3.5 (8B),625.0,instance reasoning,cross-instance relation reasoning,100.0,0.0,100.0,0.0,100.0
InternVL 3.5 (8B),626.0,instance reasoning,single-instance reasoning,100.0,100.0,100.0,0.0,0.0
InternVL 3.5 (8B),627.0,instance reasoning,cross-instance relation reasoning,100.0,0.0,0.0,100.0,0.0
InternVL 3.5 (8B),628.0,instance reasoning,single-instance reasoning,100.0,100.0,0.0,100.0,-100.0
InternVL 3.5 (8B),629.0,instance reasoning,cross-instance relation reasoning,100.0,0.0,100.0,0.0,100.0
InternVL 3.5 (8B),630.0,instance reasoning,cross-instance attribute reasoning,100.0,100.0,100.0,0.0,0.0
InternVL 3.5 (8B),631.0,instance reasoning,cross-instance relation reasoning,100.0,0.0,100.0,0.0,100.0
InternVL 3.5 (8B),632.0,instance reasoning,cross-instance relation reasoning,100.0,100.0,0.0,100.0,-100.0
InternVL 3.5 (8B),633.0,instance reasoning,single-instance reasoning,100.0,0.0,0.0,100.0,0.0
InternVL 3.5 (8B),634.0,instance reasoning,cross-instance relation reasoning,0.0,0.0,0.0,0.0,0.0
InternVL 3.5 (8B),635.0,instance reasoning,cross-instance relation reasoning,0.0,0.0,100.0,-100.0,100.0
InternVL 3.5 (8B),636.0,instance reasoning,cross-instance relation reasoning,100.0,0.0,0.0,100.0,0.0
InternVL 3.5 (8B),637.0,instance reasoning,cross-instance attribute reasoning,100.0,0.0,0.0,100.0,0.0
InternVL 3.5 (8B),638.0,instance reasoning,single-instance reasoning,100.0,0.0,100.0,0.0,100.0
InternVL 3.5 (8B),639.0,instance reasoning,cross-instance attribute reasoning,0.0,100.0,0.0,0.0,-100.0
InternVL 3.5 (8B),640.0,instance reasoning,single-instance reasoning,0.0,0.0,0.0,0.0,0.0
InternVL 3.5 (8B),641.0,instance reasoning,cross-instance relation reasoning,100.0,0.0,0.0,100.0,0.0
InternVL 3.5 (8B),642.0,instance reasoning,cross-instance relation reasoning,100.0,0.0,100.0,0.0,100.0
InternVL 3.5 (8B),643.0,instance reasoning,single-instance reasoning,0.0,0.0,0.0,0.0,0.0
InternVL 3.5 (8B),644.0,instance reasoning,cross-instance attribute reasoning,100.0,100.0,100.0,0.0,0.0
InternVL 3.5 (8B),645.0,instance reasoning,cross-instance relation reasoning,100.0,0.0,0.0,100.0,0.0
InternVL 3.5 (8B),646.0,instance reasoning,cross-instance relation reasoning,100.0,0.0,0.0,100.0,0.0
InternVL 3.5 (8B),647.0,instance reasoning,cross-instance relation reasoning,100.0,100.0,0.0,100.0,-100.0
InternVL 3.5 (8B),648.0,instance reasoning,single-instance reasoning,0.0,0.0,0.0,0.0,0.0
InternVL 3.5 (8B),649.0,instance reasoning,single-instance reasoning,100.0,0.0,0.0,100.0,0.0
InternVL 3.5 (8B),650.0,instance reasoning,single-instance reasoning,100.0,100.0,100.0,0.0,0.0
InternVL 3.5 (8B),651.0,instance reasoning,cross-instance relation reasoning,100.0,0.0,100.0,0.0,100.0
InternVL 3.5 (8B),652.0,instance reasoning,cross-instance attribute reasoning,100.0,0.0,100.0,0.0,100.0
InternVL 3.5 (8B),653.0,instance reasoning,single-instance reasoning,100.0,0.0,0.0,100.0,0.0
InternVL 3.5 (8B),654.0,instance reasoning,cross-instance relation reasoning,100.0,0.0,0.0,100.0,0.0
InternVL 3.5 (8B),655.0,instance reasoning,cross-instance relation reasoning,100.0,0.0,0.0,100.0,0.0
InternVL 3.5 (8B),656.0,instance reasoning,single-instance reasoning,100.0,100.0,100.0,0.0,0.0
InternVL 3.5 (8B),657.0,instance reasoning,cross-instance attribute reasoning,100.0,0.0,0.0,100.0,0.0
InternVL 3.5 (8B),658.0,instance reasoning,cross-instance attribute reasoning,100.0,0.0,0.0,100.0,0.0
InternVL 3.5 (8B),659.0,instance reasoning,cross-instance attribute reasoning,100.0,100.0,100.0,0.0,0.0
InternVL 3.5 (8B),660.0,instance reasoning,cross-instance relation reasoning,100.0,100.0,100.0,0.0,0.0
InternVL 3.5 (8B),661.0,instance reasoning,cross-instance attribute reasoning,100.0,0.0,0.0,100.0,0.0
InternVL 3.5 (8B),662.0,instance reasoning,cross-instance relation reasoning,100.0,0.0,0.0,100.0,0.0
InternVL 3.5 (8B),663.0,instance reasoning,cross-instance relation reasoning,0.0,0.0,0.0,0.0,0.0
InternVL 3.5 (8B),664.0,instance reasoning,cross-instance attribute reasoning,100.0,0.0,0.0,100.0,0.0
InternVL 3.5 (8B),665.0,instance reasoning,cross-instance attribute reasoning,0.0,0.0,0.0,0.0,0.0
InternVL 3.5 (8B),666.0,instance reasoning,cross-instance relation reasoning,100.0,0.0,100.0,0.0,100.0
InternVL 3.5 (8B),667.0,instance reasoning,cross-instance attribute reasoning,100.0,0.0,0.0,100.0,0.0
InternVL 3.5 (8B),668.0,instance reasoning,cross-instance attribute reasoning,100.0,0.0,0.0,100.0,0.0
InternVL 3.5 (8B),669.0,instance reasoning,cross-instance attribute reasoning,0.0,0.0,100.0,-100.0,100.0
InternVL 3.5 (8B),670.0,instance reasoning,single-instance reasoning,100.0,0.0,0.0,100.0,0.0
InternVL 3.5 (8B),671.0,instance reasoning,cross-instance relation reasoning,0.0,0.0,0.0,0.0,0.0
InternVL 3.5 (8B),672.0,instance reasoning,cross-instance relation reasoning,100.0,0.0,0.0,100.0,0.0
InternVL 3.5 (8B),673.0,instance reasoning,cross-instance relation reasoning,0.0,0.0,0.0,0.0,0.0
InternVL 3.5 (8B),674.0,instance reasoning,single-instance reasoning,100.0,100.0,100.0,0.0,0.0
InternVL 3.5 (8B),675.0,instance reasoning,cross-instance attribute reasoning,0.0,0.0,0.0,0.0,0.0
InternVL 3.5 (8B),676.0,instance reasoning,cross-instance relation reasoning,0.0,100.0,100.0,-100.0,0.0
InternVL 3.5 (8B),677.0,instance reasoning,cross-instance relation reasoning,0.0,100.0,0.0,0.0,-100.0
InternVL 3.5 (8B),678.0,instance reasoning,cross-instance relation reasoning,100.0,100.0,0.0,100.0,-100.0
InternVL 3.5 (8B),679.0,instance reasoning,cross-instance relation reasoning,0.0,0.0,0.0,0.0,0.0
InternVL 3.5 (8B),680.0,instance reasoning,cross-instance attribute reasoning,100.0,0.0,0.0,100.0,0.0
InternVL 3.5 (8B),681.0,instance reasoning,cross-instance attribute reasoning,0.0,0.0,0.0,0.0,0.0
InternVL 3.5 (8B),682.0,instance reasoning,cross-instance attribute reasoning,100.0,0.0,0.0,100.0,0.0
InternVL 3.5 (8B),683.0,instance reasoning,cross-instance attribute reasoning,100.0,100.0,0.0,100.0,-100.0
InternVL 3.5 (8B),684.0,instance reasoning,single-instance reasoning,100.0,0.0,0.0,100.0,0.0
InternVL 3.5 (8B),685.0,instance reasoning,single-instance reasoning,0.0,0.0,0.0,0.0,0.0
InternVL 3.5 (8B),686.0,instance reasoning,single-instance reasoning,0.0,0.0,0.0,0.0,0.0
InternVL 3.5 (8B),687.0,instance reasoning,single-instance reasoning,0.0,100.0,0.0,0.0,-100.0
InternVL 3.5 (8B),688.0,instance reasoning,single-instance reasoning,0.0,0.0,0.0,0.0,0.0
InternVL 3.5 (8B),689.0,instance reasoning,single-instance reasoning,0.0,0.0,0.0,0.0,0.0
