,,,,mean,mean,mean,MG
InternVL3_5-8B,807,logical reasoning,diagram reasoning,1.0,0.0,1.0,0.0
InternVL3_5-8B,808,logical reasoning,diagram reasoning,1.0,0.0,0.0,1.0
InternVL3_5-8B,809,logical reasoning,diagram reasoning,0.0,0.0,0.0,0.0
InternVL3_5-8B,810,logical reasoning,common reasoning,1.0,0.0,0.0,1.0
InternVL3_5-8B,811,logical reasoning,diagram reasoning,1.0,1.0,0.0,1.0
InternVL3_5-8B,812,logical reasoning,common reasoning,1.0,1.0,0.0,1.0
InternVL3_5-8B,813,logical reasoning,diagram reasoning,0.0,0.0,0.0,0.0
InternVL3_5-8B,814,logical reasoning,diagram reasoning,1.0,0.0,0.0,1.0
InternVL3_5-8B,815,logical reasoning,common reasoning,0.0,0.0,0.0,0.0
InternVL3_5-8B,816,logical reasoning,code & sequence reasoning,0.0,0.0,1.0,-1.0
InternVL3_5-8B,817,logical reasoning,code & sequence reasoning,1.0,1.0,1.0,0.0
InternVL3_5-8B,818,logical reasoning,diagram reasoning,1.0,0.0,0.0,1.0
InternVL3_5-8B,819,logical reasoning,code & sequence reasoning,1.0,1.0,1.0,0.0
InternVL3_5-8B,820,logical reasoning,diagram reasoning,0.0,0.0,0.0,0.0
InternVL3_5-8B,821,logical reasoning,diagram reasoning,1.0,0.0,0.0,1.0
InternVL3_5-8B,822,logical reasoning,diagram reasoning,1.0,0.0,0.0,1.0
InternVL3_5-8B,823,logical reasoning,code & sequence reasoning,1.0,1.0,1.0,0.0
InternVL3_5-8B,824,logical reasoning,diagram reasoning,0.0,0.0,0.0,0.0
InternVL3_5-8B,825,logical reasoning,common reasoning,0.0,0.0,0.0,0.0
InternVL3_5-8B,826,logical reasoning,common reasoning,1.0,0.0,0.0,1.0
InternVL3_5-8B,827,logical reasoning,diagram reasoning,1.0,1.0,1.0,0.0
InternVL3_5-8B,828,logical reasoning,code & sequence reasoning,0.0,0.0,0.0,0.0
InternVL3_5-8B,829,logical reasoning,diagram reasoning,1.0,0.0,0.0,1.0
InternVL3_5-8B,830,logical reasoning,common reasoning,1.0,0.0,0.0,1.0
InternVL3_5-8B,831,logical reasoning,common reasoning,1.0,1.0,0.0,1.0
InternVL3_5-8B,832,logical reasoning,common reasoning,1.0,0.0,0.0,1.0
InternVL3_5-8B,833,logical reasoning,common reasoning,1.0,1.0,1.0,0.0
InternVL3_5-8B,834,logical reasoning,common reasoning,1.0,1.0,1.0,0.0
InternVL3_5-8B,835,logical reasoning,common reasoning,0.0,0.0,0.0,0.0
InternVL3_5-8B,836,logical reasoning,common reasoning,1.0,1.0,1.0,0.0
InternVL3_5-8B,837,logical reasoning,common reasoning,1.0,0.0,0.0,1.0
InternVL3_5-8B,838,logical reasoning,diagram reasoning,0.0,0.0,1.0,-1.0
InternVL3_5-8B,839,logical reasoning,common reasoning,1.0,0.0,1.0,0.0
InternVL3_5-8B,840,logical reasoning,diagram reasoning,1.0,0.0,0.0,1.0
InternVL3_5-8B,841,logical reasoning,common reasoning,1.0,0.0,0.0,1.0
InternVL3_5-8B,842,logical reasoning,common reasoning,0.0,1.0,1.0,-1.0
InternVL3_5-8B,843,logical reasoning,common reasoning,1.0,0.0,0.0,1.0
InternVL3_5-8B,844,logical reasoning,common reasoning,0.0,0.0,1.0,-1.0
InternVL3_5-8B,845,logical reasoning,common reasoning,1.0,0.0,0.0,1.0
InternVL3_5-8B,846,logical reasoning,common reasoning,1.0,0.0,1.0,0.0
InternVL3_5-8B,847,logical reasoning,diagram reasoning,1.0,0.0,1.0,0.0
InternVL3_5-8B,848,logical reasoning,diagram reasoning,0.0,0.0,0.0,0.0
InternVL3_5-8B,849,logical reasoning,diagram reasoning,1.0,0.0,0.0,1.0
InternVL3_5-8B,850,logical reasoning,diagram reasoning,1.0,0.0,0.0,1.0
InternVL3_5-8B,851,logical reasoning,diagram reasoning,0.0,0.0,1.0,-1.0
InternVL3_5-8B,852,logical reasoning,common reasoning,1.0,0.0,0.0,1.0
InternVL3_5-8B,853,logical reasoning,code & sequence reasoning,0.0,0.0,0.0,0.0
InternVL3_5-8B,854,logical reasoning,common reasoning,0.0,0.0,0.0,0.0
InternVL3_5-8B,855,logical reasoning,code & sequence reasoning,0.0,0.0,0.0,0.0
InternVL3_5-8B,856,logical reasoning,diagram reasoning,0.0,0.0,0.0,0.0
InternVL3_5-8B,857,logical reasoning,common reasoning,0.0,1.0,1.0,-1.0
InternVL3_5-8B,858,logical reasoning,common reasoning,1.0,0.0,0.0,1.0
InternVL3_5-8B,859,logical reasoning,diagram reasoning,0.0,1.0,1.0,-1.0
InternVL3_5-8B,860,logical reasoning,diagram reasoning,1.0,0.0,0.0,1.0
InternVL3_5-8B,861,logical reasoning,diagram reasoning,1.0,0.0,1.0,0.0
InternVL3_5-8B,862,logical reasoning,diagram reasoning,0.0,1.0,0.0,0.0
InternVL3_5-8B,863,logical reasoning,diagram reasoning,1.0,0.0,0.0,1.0
InternVL3_5-8B,864,logical reasoning,common reasoning,1.0,0.0,0.0,1.0
InternVL3_5-8B,865,logical reasoning,diagram reasoning,0.0,0.0,0.0,0.0
InternVL3_5-8B,866,logical reasoning,diagram reasoning,1.0,0.0,0.0,1.0
InternVL3_5-8B,867,logical reasoning,common reasoning,1.0,0.0,0.0,1.0
InternVL3_5-8B,868,logical reasoning,common reasoning,1.0,1.0,1.0,0.0
InternVL3_5-8B,869,logical reasoning,diagram reasoning,0.0,1.0,1.0,-1.0
InternVL3_5-8B,870,logical reasoning,common reasoning,1.0,0.0,0.0,1.0
InternVL3_5-8B,871,logical reasoning,diagram reasoning,0.0,0.0,0.0,0.0
InternVL3_5-8B,872,logical reasoning,common reasoning,0.0,0.0,0.0,0.0
InternVL3_5-8B,873,logical reasoning,diagram reasoning,0.0,0.0,1.0,-1.0
InternVL3_5-8B,874,logical reasoning,diagram reasoning,1.0,0.0,0.0,1.0
InternVL3_5-8B,875,logical reasoning,common reasoning,0.0,0.0,0.0,0.0
InternVL3_5-8B,876,logical reasoning,common reasoning,1.0,0.0,0.0,1.0
InternVL3_5-8B,877,logical reasoning,code & sequence reasoning,1.0,0.0,1.0,0.0
InternVL3_5-8B,878,logical reasoning,diagram reasoning,0.0,0.0,0.0,0.0
InternVL3_5-8B,879,logical reasoning,diagram reasoning,0.0,0.0,0.0,0.0
InternVL3_5-8B,880,logical reasoning,code & sequence reasoning,0.0,0.0,0.0,0.0
InternVL3_5-8B,881,logical reasoning,code & sequence reasoning,0.0,0.0,0.0,0.0
InternVL3_5-8B,882,logical reasoning,common reasoning,1.0,0.0,0.0,1.0
InternVL3_5-8B,883,logical reasoning,diagram reasoning,0.0,0.0,0.0,0.0
InternVL3_5-8B,884,logical reasoning,common reasoning,1.0,1.0,1.0,0.0
InternVL3_5-8B,885,logical reasoning,common reasoning,0.0,0.0,0.0,0.0
InternVL3_5-8B,886,logical reasoning,common reasoning,1.0,0.0,0.0,1.0
InternVL3_5-8B,887,logical reasoning,common reasoning,1.0,0.0,0.0,1.0
InternVL3_5-8B,888,logical reasoning,common reasoning,1.0,0.0,0.0,1.0
InternVL3_5-8B,889,logical reasoning,common reasoning,1.0,1.0,1.0,0.0
InternVL3_5-8B,890,logical reasoning,common reasoning,1.0,1.0,1.0,0.0
InternVL3_5-8B,891,logical reasoning,common reasoning,1.0,0.0,0.0,1.0
InternVL3_5-8B,892,logical reasoning,diagram reasoning,0.0,0.0,1.0,-1.0
InternVL3_5-8B,893,logical reasoning,common reasoning,1.0,1.0,0.0,1.0
InternVL3_5-8B,894,logical reasoning,common reasoning,1.0,1.0,1.0,0.0
InternVL3_5-8B,895,logical reasoning,common reasoning,1.0,1.0,1.0,0.0
InternVL3_5-8B,896,logical reasoning,common reasoning,0.0,1.0,0.0,0.0
InternVL3_5-8B,897,logical reasoning,common reasoning,0.0,0.0,0.0,0.0
InternVL3_5-8B,898,logical reasoning,common reasoning,1.0,1.0,0.0,1.0
InternVL3_5-8B,899,logical reasoning,common reasoning,1.0,0.0,1.0,0.0
InternVL3_5-8B,900,logical reasoning,diagram reasoning,0.0,0.0,1.0,-1.0
InternVL3_5-8B,901,logical reasoning,diagram reasoning,1.0,1.0,0.0,1.0
InternVL3_5-8B,902,logical reasoning,common reasoning,1.0,1.0,0.0,1.0
InternVL3_5-8B,903,logical reasoning,common reasoning,0.0,0.0,0.0,0.0
InternVL3_5-8B,904,logical reasoning,diagram reasoning,0.0,0.0,0.0,0.0
InternVL3_5-8B,905,logical reasoning,diagram reasoning,1.0,1.0,0.0,1.0
InternVL3_5-8B,906,logical reasoning,diagram reasoning,1.0,0.0,0.0,1.0
InternVL3_5-8B,907,logical reasoning,common reasoning,0.0,0.0,0.0,0.0
InternVL3_5-8B,908,logical reasoning,diagram reasoning,0.0,0.0,0.0,0.0
InternVL3_5-8B,909,logical reasoning,common reasoning,0.0,0.0,1.0,-1.0
InternVL3_5-8B,910,logical reasoning,common reasoning,0.0,0.0,0.0,0.0
InternVL3_5-8B,911,logical reasoning,common reasoning,0.0,1.0,0.0,0.0
InternVL3_5-8B,912,logical reasoning,diagram reasoning,0.0,1.0,0.0,0.0
InternVL3_5-8B,913,logical reasoning,diagram reasoning,1.0,0.0,0.0,1.0
InternVL3_5-8B,914,logical reasoning,diagram reasoning,0.0,0.0,0.0,0.0
InternVL3_5-8B,915,logical reasoning,diagram reasoning,0.0,0.0,0.0,0.0
InternVL3_5-8B,916,logical reasoning,diagram reasoning,0.0,0.0,0.0,0.0
InternVL3_5-8B,917,logical reasoning,diagram reasoning,0.0,1.0,1.0,-1.0
InternVL3_5-8B,918,logical reasoning,common reasoning,1.0,0.0,0.0,1.0
InternVL3_5-8B,919,logical reasoning,common reasoning,1.0,0.0,0.0,1.0
InternVL3_5-8B,920,logical reasoning,diagram reasoning,1.0,0.0,0.0,1.0
InternVL3_5-8B,921,logical reasoning,diagram reasoning,1.0,0.0,0.0,1.0
InternVL3_5-8B,922,logical reasoning,diagram reasoning,0.0,1.0,0.0,0.0
InternVL3_5-8B,923,logical reasoning,diagram reasoning,0.0,1.0,0.0,0.0
InternVL3_5-8B,924,logical reasoning,common reasoning,1.0,0.0,0.0,1.0
InternVL3_5-8B,925,logical reasoning,common reasoning,1.0,1.0,1.0,0.0
InternVL3_5-8B,926,logical reasoning,diagram reasoning,0.0,0.0,0.0,0.0
InternVL3_5-8B,927,logical reasoning,diagram reasoning,0.0,0.0,0.0,0.0
InternVL3_5-8B,928,logical reasoning,diagram reasoning,1.0,1.0,1.0,0.0
InternVL3_5-8B,929,logical reasoning,diagram reasoning,0.0,1.0,1.0,-1.0
InternVL3_5-8B,930,logical reasoning,diagram reasoning,1.0,0.0,0.0,1.0
InternVL3_5-8B,931,logical reasoning,diagram reasoning,1.0,0.0,0.0,1.0
InternVL3_5-8B,932,logical reasoning,diagram reasoning,1.0,0.0,0.0,1.0
InternVL3_5-8B,933,logical reasoning,diagram reasoning,1.0,0.0,1.0,0.0
InternVL3_5-8B,934,logical reasoning,diagram reasoning,1.0,0.0,1.0,0.0
InternVL3_5-8B,935,logical reasoning,diagram reasoning,1.0,0.0,0.0,1.0
InternVL3_5-8B,936,logical reasoning,diagram reasoning,1.0,0.0,1.0,0.0
InternVL3_5-8B,937,logical reasoning,common reasoning,0.0,1.0,0.0,0.0
InternVL3_5-8B,938,logical reasoning,common reasoning,0.0,0.0,0.0,0.0
InternVL3_5-8B,939,logical reasoning,diagram reasoning,1.0,0.0,0.0,1.0
InternVL3_5-8B,940,logical reasoning,diagram reasoning,1.0,1.0,0.0,1.0
InternVL3_5-8B,941,logical reasoning,diagram reasoning,0.0,1.0,0.0,0.0
InternVL3_5-8B,942,logical reasoning,code & sequence reasoning,1.0,1.0,0.0,1.0
InternVL3_5-8B,943,logical reasoning,diagram reasoning,0.0,1.0,1.0,-1.0
InternVL3_5-8B,944,logical reasoning,diagram reasoning,1.0,0.0,0.0,1.0
InternVL3_5-8B,945,logical reasoning,common reasoning,1.0,1.0,0.0,1.0
InternVL3_5-8B,946,logical reasoning,common reasoning,1.0,1.0,1.0,0.0
InternVL3_5-8B,947,logical reasoning,diagram reasoning,1.0,1.0,1.0,0.0
InternVL3_5-8B,948,logical reasoning,diagram reasoning,1.0,0.0,0.0,1.0
InternVL3_5-8B,949,logical reasoning,diagram reasoning,1.0,0.0,1.0,0.0
InternVL3_5-8B,950,logical reasoning,diagram reasoning,1.0,1.0,0.0,1.0
InternVL3_5-8B,951,logical reasoning,diagram reasoning,1.0,0.0,0.0,1.0
InternVL3_5-8B,952,logical reasoning,common reasoning,0.0,1.0,1.0,-1.0
InternVL3_5-8B,953,logical reasoning,common reasoning,1.0,0.0,0.0,1.0
InternVL3_5-8B,954,logical reasoning,common reasoning,1.0,1.0,0.0,1.0
InternVL3_5-8B,955,logical reasoning,common reasoning,0.0,1.0,1.0,-1.0
InternVL3_5-8B,956,logical reasoning,diagram reasoning,0.0,0.0,0.0,0.0
InternVL3_5-8B,957,logical reasoning,common reasoning,1.0,0.0,1.0,0.0
InternVL3_5-8B,958,logical reasoning,common reasoning,1.0,1.0,0.0,1.0
InternVL3_5-8B,959,logical reasoning,diagram reasoning,0.0,0.0,0.0,0.0
InternVL3_5-8B,960,logical reasoning,diagram reasoning,1.0,1.0,1.0,0.0
InternVL3_5-8B,961,logical reasoning,diagram reasoning,1.0,0.0,0.0,1.0
InternVL3_5-8B,962,logical reasoning,diagram reasoning,0.0,0.0,1.0,-1.0
InternVL3_5-8B,963,logical reasoning,diagram reasoning,1.0,0.0,1.0,0.0
InternVL3_5-8B,964,logical reasoning,diagram reasoning,0.0,0.0,1.0,-1.0
InternVL3_5-8B,965,logical reasoning,diagram reasoning,1.0,1.0,1.0,0.0
InternVL3_5-8B,966,logical reasoning,diagram reasoning,1.0,1.0,1.0,0.0
InternVL3_5-8B,967,logical reasoning,diagram reasoning,0.0,0.0,0.0,0.0
InternVL3_5-8B,968,logical reasoning,code & sequence reasoning,0.0,0.0,0.0,0.0
InternVL3_5-8B,969,logical reasoning,common reasoning,0.0,1.0,0.0,0.0
InternVL3_5-8B,970,logical reasoning,common reasoning,1.0,0.0,1.0,0.0
InternVL3_5-8B,971,logical reasoning,diagram reasoning,0.0,1.0,1.0,-1.0
InternVL3_5-8B,972,logical reasoning,diagram reasoning,1.0,0.0,0.0,1.0
InternVL3_5-8B,973,logical reasoning,common reasoning,0.0,1.0,0.0,0.0
InternVL3_5-8B,974,logical reasoning,common reasoning,1.0,1.0,1.0,0.0
InternVL3_5-8B,975,logical reasoning,common reasoning,0.0,0.0,0.0,0.0
InternVL3_5-8B,976,logical reasoning,diagram reasoning,1.0,0.0,0.0,1.0
InternVL3_5-8B,977,logical reasoning,code & sequence reasoning,1.0,1.0,0.0,1.0
InternVL3_5-8B,978,logical reasoning,common reasoning,1.0,0.0,0.0,1.0
InternVL3_5-8B,979,logical reasoning,code & sequence reasoning,1.0,0.0,0.0,1.0
InternVL3_5-8B,980,logical reasoning,diagram reasoning,0.0,0.0,0.0,0.0
InternVL3_5-8B,981,logical reasoning,diagram reasoning,1.0,0.0,0.0,1.0
InternVL3_5-8B,982,logical reasoning,code & sequence reasoning,0.0,0.0,0.0,0.0
InternVL3_5-8B,983,logical reasoning,code & sequence reasoning,1.0,1.0,0.0,1.0
InternVL3_5-8B,984,logical reasoning,code & sequence reasoning,0.0,1.0,0.0,0.0
InternVL3_5-8B,985,logical reasoning,code & sequence reasoning,1.0,1.0,1.0,0.0
InternVL3_5-8B,986,logical reasoning,code & sequence reasoning,1.0,0.0,0.0,1.0
InternVL3_5-8B,987,logical reasoning,common reasoning,1.0,1.0,1.0,0.0
InternVL3_5-8B,988,logical reasoning,common reasoning,1.0,0.0,1.0,0.0
InternVL3_5-8B,989,logical reasoning,code & sequence reasoning,1.0,1.0,1.0,0.0
InternVL3_5-8B,990,logical reasoning,common reasoning,1.0,1.0,1.0,0.0
InternVL3_5-8B,991,logical reasoning,common reasoning,1.0,0.0,0.0,1.0
InternVL3_5-8B,992,logical reasoning,common reasoning,0.0,0.0,0.0,0.0
InternVL3_5-8B,993,logical reasoning,diagram reasoning,1.0,1.0,1.0,0.0
InternVL3_5-8B,994,logical reasoning,diagram reasoning,1.0,0.0,0.0,1.0
InternVL3_5-8B,995,logical reasoning,code & sequence reasoning,0.0,0.0,0.0,0.0
InternVL3_5-8B,996,logical reasoning,common reasoning,1.0,0.0,0.0,1.0
InternVL3_5-8B,997,logical reasoning,diagram reasoning,1.0,1.0,1.0,0.0
InternVL3_5-8B,998,logical reasoning,code & sequence reasoning,0.0,0.0,0.0,0.0
InternVL3_5-8B,999,logical reasoning,code & sequence reasoning,1.0,1.0,1.0,0.0
InternVL3_5-8B,1000,math,geometry,1.0,0.0,0.0,1.0
InternVL3_5-8B,1001,math,geometry,0.0,0.0,0.0,0.0
InternVL3_5-8B,1002,math,geometry,0.0,1.0,1.0,-1.0
InternVL3_5-8B,1003,math,geometry,1.0,0.0,0.0,1.0
InternVL3_5-8B,1004,math,geometry,0.0,0.0,0.0,0.0
InternVL3_5-8B,1005,math,numeric commonsense and calculation,0.0,0.0,0.0,0.0
InternVL3_5-8B,1006,math,numeric commonsense and calculation,0.0,0.0,0.0,0.0
InternVL3_5-8B,1007,math,statistical reasoning,0.0,0.0,0.0,0.0
InternVL3_5-8B,1008,math,statistical reasoning,0.0,0.0,0.0,0.0
InternVL3_5-8B,1009,math,statistical reasoning,0.0,1.0,1.0,-1.0
InternVL3_5-8B,1010,math,geometry,1.0,1.0,1.0,0.0
InternVL3_5-8B,1011,math,geometry,0.0,0.0,1.0,-1.0
InternVL3_5-8B,1012,math,numeric commonsense and calculation,0.0,0.0,0.0,0.0
InternVL3_5-8B,1013,math,numeric commonsense and calculation,1.0,0.0,0.0,1.0
InternVL3_5-8B,1014,math,numeric commonsense and calculation,1.0,0.0,0.0,1.0
InternVL3_5-8B,1015,math,geometry,0.0,1.0,0.0,0.0
InternVL3_5-8B,1016,math,geometry,1.0,1.0,1.0,0.0
InternVL3_5-8B,1017,math,numeric commonsense and calculation,1.0,0.0,0.0,1.0
InternVL3_5-8B,1018,math,geometry,0.0,1.0,0.0,0.0
InternVL3_5-8B,1019,math,geometry,0.0,1.0,1.0,-1.0
InternVL3_5-8B,1020,math,geometry,0.0,0.0,0.0,0.0
InternVL3_5-8B,1021,math,numeric commonsense and calculation,1.0,0.0,1.0,0.0
InternVL3_5-8B,1022,math,numeric commonsense and calculation,0.0,0.0,0.0,0.0
InternVL3_5-8B,1023,math,numeric commonsense and calculation,0.0,0.0,0.0,0.0
InternVL3_5-8B,1024,math,numeric commonsense and calculation,1.0,0.0,0.0,1.0
InternVL3_5-8B,1025,math,numeric commonsense and calculation,1.0,1.0,1.0,0.0
InternVL3_5-8B,1026,math,geometry,1.0,1.0,0.0,1.0
InternVL3_5-8B,1027,math,geometry,0.0,0.0,1.0,-1.0
InternVL3_5-8B,1028,math,numeric commonsense and calculation,0.0,0.0,0.0,0.0
InternVL3_5-8B,1029,math,geometry,1.0,1.0,0.0,1.0
InternVL3_5-8B,1030,math,geometry,0.0,0.0,1.0,-1.0
InternVL3_5-8B,1031,math,statistical reasoning,0.0,0.0,1.0,-1.0
InternVL3_5-8B,1032,math,numeric commonsense and calculation,1.0,1.0,1.0,0.0
InternVL3_5-8B,1033,math,numeric commonsense and calculation,0.0,0.0,0.0,0.0
InternVL3_5-8B,1034,math,geometry,0.0,1.0,1.0,-1.0
InternVL3_5-8B,1035,math,geometry,0.0,0.0,1.0,-1.0
InternVL3_5-8B,1036,math,geometry,1.0,0.0,0.0,1.0
InternVL3_5-8B,1037,math,statistical reasoning,1.0,0.0,0.0,1.0
InternVL3_5-8B,1038,math,numeric commonsense and calculation,1.0,0.0,0.0,1.0
InternVL3_5-8B,1039,math,numeric commonsense and calculation,0.0,0.0,0.0,0.0
InternVL3_5-8B,1040,math,numeric commonsense and calculation,1.0,1.0,1.0,0.0
InternVL3_5-8B,1041,math,geometry,1.0,1.0,0.0,1.0
InternVL3_5-8B,1042,math,numeric commonsense and calculation,1.0,1.0,1.0,0.0
InternVL3_5-8B,1043,math,numeric commonsense and calculation,0.0,0.0,0.0,0.0
InternVL3_5-8B,1044,math,numeric commonsense and calculation,0.0,0.0,0.0,0.0
InternVL3_5-8B,1045,math,geometry,0.0,0.0,0.0,0.0
InternVL3_5-8B,1046,math,statistical reasoning,0.0,0.0,1.0,-1.0
InternVL3_5-8B,1047,math,numeric commonsense and calculation,1.0,1.0,1.0,0.0
InternVL3_5-8B,1048,math,numeric commonsense and calculation,0.0,1.0,0.0,0.0
InternVL3_5-8B,1049,math,geometry,1.0,1.0,0.0,1.0
InternVL3_5-8B,1050,math,geometry,1.0,1.0,1.0,0.0
InternVL3_5-8B,1051,math,geometry,0.0,0.0,0.0,0.0
InternVL3_5-8B,1052,math,statistical reasoning,0.0,0.0,0.0,0.0
InternVL3_5-8B,1053,math,numeric commonsense and calculation,1.0,0.0,1.0,0.0
InternVL3_5-8B,1054,math,geometry,0.0,1.0,1.0,-1.0
InternVL3_5-8B,1055,math,statistical reasoning,1.0,0.0,1.0,0.0
InternVL3_5-8B,1056,math,statistical reasoning,0.0,1.0,0.0,0.0
InternVL3_5-8B,1057,math,statistical reasoning,0.0,1.0,1.0,-1.0
InternVL3_5-8B,1058,math,statistical reasoning,0.0,0.0,0.0,0.0
InternVL3_5-8B,1059,math,statistical reasoning,0.0,0.0,0.0,0.0
InternVL3_5-8B,1060,math,geometry,0.0,0.0,0.0,0.0
InternVL3_5-8B,1061,math,statistical reasoning,0.0,0.0,0.0,0.0
InternVL3_5-8B,1062,math,statistical reasoning,1.0,0.0,0.0,1.0
InternVL3_5-8B,1063,math,statistical reasoning,0.0,0.0,0.0,0.0
InternVL3_5-8B,1064,math,statistical reasoning,1.0,0.0,0.0,1.0
InternVL3_5-8B,1065,math,statistical reasoning,1.0,1.0,1.0,0.0
InternVL3_5-8B,1066,math,statistical reasoning,1.0,0.0,0.0,1.0
InternVL3_5-8B,1067,math,statistical reasoning,1.0,0.0,0.0,1.0
InternVL3_5-8B,1068,math,statistical reasoning,1.0,0.0,0.0,1.0
InternVL3_5-8B,1069,math,geometry,0.0,1.0,1.0,-1.0
InternVL3_5-8B,1070,math,geometry,0.0,0.0,0.0,0.0
InternVL3_5-8B,1071,math,numeric commonsense and calculation,0.0,1.0,0.0,0.0
InternVL3_5-8B,1072,math,statistical reasoning,1.0,0.0,0.0,1.0
InternVL3_5-8B,1073,math,statistical reasoning,1.0,1.0,0.0,1.0
InternVL3_5-8B,1074,math,geometry,,1.0,1.0,
InternVL3_5-8B,1075,math,numeric commonsense and calculation,,1.0,0.0,
InternVL3_5-8B,1076,math,statistical reasoning,,0.0,0.0,
InternVL3_5-8B,1077,math,numeric commonsense and calculation,,0.0,0.0,
InternVL3_5-8B,1078,math,numeric commonsense and calculation,,0.0,0.0,
InternVL3_5-8B,1079,math,geometry,,1.0,1.0,
InternVL3_5-8B,1080,math,statistical reasoning,,1.0,1.0,
InternVL3_5-8B,1081,math,geometry,,0.0,1.0,
InternVL3_5-8B,1082,math,geometry,,1.0,1.0,
InternVL3_5-8B,1083,math,geometry,,1.0,1.0,
InternVL3_5-8B,1084,math,numeric commonsense and calculation,,1.0,1.0,
InternVL3_5-8B,1085,math,statistical reasoning,,1.0,1.0,
InternVL3_5-8B,1086,math,statistical reasoning,,0.0,0.0,
InternVL3_5-8B,1087,math,statistical reasoning,,0.0,0.0,
InternVL3_5-8B,1088,math,geometry,,0.0,0.0,
InternVL3_5-8B,1089,math,statistical reasoning,,0.0,0.0,
InternVL3_5-8B,1090,math,numeric commonsense and calculation,,0.0,1.0,
InternVL3_5-8B,1091,math,statistical reasoning,,1.0,0.0,
InternVL3_5-8B,1092,math,statistical reasoning,,1.0,0.0,
InternVL3_5-8B,1093,math,statistical reasoning,,0.0,0.0,
InternVL3_5-8B,1094,math,numeric commonsense and calculation,,0.0,1.0,
InternVL3_5-8B,1095,math,geometry,,0.0,0.0,
InternVL3_5-8B,1096,math,geometry,,1.0,1.0,
InternVL3_5-8B,1097,math,statistical reasoning,,0.0,0.0,
InternVL3_5-8B,1098,math,geometry,,0.0,1.0,
InternVL3_5-8B,1099,math,geometry,,0.0,0.0,
InternVL3_5-8B,1100,math,geometry,,0.0,1.0,
InternVL3_5-8B,1101,math,numeric commonsense and calculation,,0.0,0.0,
InternVL3_5-8B,1102,math,geometry,,0.0,0.0,
InternVL3_5-8B,1103,math,numeric commonsense and calculation,,1.0,0.0,
InternVL3_5-8B,1104,math,geometry,,0.0,0.0,
